dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
15616,15616,15616,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",M67001,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",M12170,Not Applicable,,,,,,11/16/2010,11/16/2010,11/16/2010,11/16/2010,12/06/2010,12/06/2010,12/06/2010,12/06/2010,Purchase Order (PO),Invalid code: ,Fixed Price,X,Unknown,Yes,,None,Invalid code: ,Not Applicable,Unknown,NAME TAPES,No,1,NONE,,,,,,A-1 CLEANERS INC,A-1 CLEANERS INC,,,,Invalid code: ,,,,,,1600 WILMINGTON HWY,,,JACKSONVILLE,NC,NC: North Carolina,NC,285407547,UNITED STATES,NC03,NC03,NC03,053529392,285407547,53529392,53529392,,,01/22/2004,01/22/2004,05/18/2011,05/18/2011,A-1 CLEANERS INC,A-1 CLEANERS INC,A-1 CLEANERS INC,53529392,53529392,,,NC,NC: North Carolina,NC: NORTH CAROLINA,United States,285407547,NC03,NC03,NC03,"R: Professional, admin, and management support services","R401: Personal Care Services (includes such services as barber and beauty shop, shoe repairs, tailoring, etc.)",000,C9E,811490: Other Personal and Household Goods Repair and Maintenance,NOT IT PRODUCTS OR SERVICES,No,Not Required,No Clauses Included,N,Not a bundled requirement,No,United States,Not a manufactured end product,"9700: DEFENSE, Department of",M6700111P1049,0,0,2011, ,,0,,328689edaf2a29b7ba97975ab4f1fc05,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,2,A,N,No,No,,NP: Negotiated Proposal / Quote,SBA: Small Business Set-Aside -- Total,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,N,CORPORATE NOT TAX EXEMPT,32,$1000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,A,No,No,No,No,,,-1.7575651,2010,11,16,2010,11,16
-18000,0,0,2800,Social Security Administration,2800,2800: SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,00130,2800,Social Security Administration,2800: SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,,Not Applicable,,,,,,08/15/2002,08/15/2002,08/15/2002,08/15/2002,05/15/2003,05/15/2003,05/15/2003,05/15/2003,Blanket Purchase Agreement Call,Supplemental Agreement for work within scope,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,AT&T WIRELESS SERVICES INC,AT&T WIRELESS SERVICES INC,,,,Invalid code: ,,,,,,7277 164TH AVE NE BLDG 1,,,REDMOND,WA,WA: Washington,WA,980527823,UNITED STATES,WA01,WA01,WA01,,,130598238,130598238,,,,,,,AT&T INC.,AT&T INC.,AT&T INC.,108024050,108024050,108024050,60000,PA,PA: Pennsylvania,PA: ,United States,,PA00,PA90,PA00,S: Utilities and housekeeping services,"S113: Telephone and/or Communications Services (includes Telegraph, Telex, and Cablevision Services)",,,513330: Telecommunications Resellers,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,2800: SOCIAL SECURITY ADMINISTRATION,00130200205A53140200169BPA04000040216,1,0,2002,2800: SOCIAL SECURITY ADMINISTRATION,BPA04000040216,0,,af3ea501d157b43a107722b3e0836811,active,Full and open competition,A: Full and Open Competition, ,2,A,Y,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,33000,$5631000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.6566446,2002,8,15,2002,8,15
0,0,500000,3600,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00241, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00241,Not Applicable,36,162,,,,07/16/2011,07/16/2011,07/18/2011,07/18/2011,,,,,Blanket Purchase Agreement (BPA),Invalid code: ,Fixed Price,X,Unknown,No,,None,Invalid code: ,Invalid code: ,X,VEHICLE LEASE,Unknown,0,NONE,07/17/2016,07/17/2016,,S,,ACME AUTO LEASING LIMITED LIABILITY COMPANY,ACME AUTO LEASING LIMITED LIABILITY COMPANY,,,,Invalid code: ,,,,,,440 WASHINGTON AVE,,,NORTH HAVEN,CT,CT: Connecticut,CT,064733131,UNITED STATES,CT03,CT03,CT03,9651289290000,064733131,965128929,965128929,,,,,09/09/2006,09/09/2006,ACME AUTO LEASING LLC,ACME AUTO LEASING LLC,ACME AUTO LEASING LLC,965128929,965128929,,,:,"ZZ: Invalid code, or not in U.S.",: ,Invalid code: :,,ZZ,ZZ,ZZ,W: Lease or rental of equipment,"W023: Lease or Rental of Equipment -- Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,336111: Automobile Manufacturing,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",VA241BP0236,0,0,2011,4730: Federal Supply Service,GS30F0005L,0,VA-241-11-BP-0718,d0a0ed959f87edf20471ac881f44e55a,active,Full and open competition,A: Full and Open Competition, ,3,A,N,No,No,,MAFO: Multiple Award Fair Opportunity,NONE: No set aside used.,No Preference used,Invalid code: ,No Exception -- Fair Opportunity given,Small Business,Invalid code: ,0,Invalid code: ,N,,35,$9900000.00,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,A,X,X,X,No,,,-2.2426128,2011,7,18,2011,7,16
360,360,360,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00583S, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,01/14/2008,01/14/2008,01/14/2008,01/14/2008,01/24/2008,01/24/2008,01/24/2008,01/24/2008,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,"TONER,LASERJET,BLACK,1320N,HP",Yes,1,NONE,,,,,,"ABM OFFICE SUPPLY CO, INC","ABM OFFICE SUPPLY CO, INC",,,,Invalid code: ,,,,,,5 RESEARCH PARK DR,,,SAINT CHARLES,MO,MO: Missouri,MO,633045685,UNITED STATES,MO09,MO09,MO09,,,64632888,64632888,,,,,,,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,64632888,64632888,,,IN,IN: Indiana,IN: INDIANA,United States,462022803,IN07,IN07,IN07,75: Office supplies and devices,7510: Office Supplies,,,339944: Carbon Paper and Inked Ribbon Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V583O81870,0,0,2008,4730: Federal Supply Service,GS14F0167D,0,,5731b763610dbdd8ed21a8d5387dedfc,active,Unknown,Invalid code: , ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.8788209,2008,1,14,2008,1,14
34570,0,0,1400,Dept. of the Interior,1443,1443: National Park Service,National Park Service,50000,1400,Dept. of the Interior,1443: National Park Service,National Park Service,,Not Applicable,,,,,,03/15/2003,03/15/2003,03/15/2003,03/15/2003,05/15/2003,05/15/2003,05/15/2003,05/15/2003,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,ALL POINTS LOGISTICS INC,ALL POINTS LOGISTICS INC,,,,Invalid code: ,,,,,,2567 ATHENS HWY,,,GAINESVILLE,GA,GA: Georgia,GA,305077457,UNITED STATES,GA10,GA10,GA10,,,968451591,968451591,,,,,,,ALL POINTS LOGISTICS  INC.,ALL POINTS LOGISTICS  INC.,ALL POINTS LOGISTICS  INC.,968451591,968451591,968451591,15578,GA,GA: Georgia,GA: ,United States,,GA00,GA90,GA00,M: Operation of government-owned facilities,M199: Operation of Government-Owned Facilities -- Miscellaneous Buildings,,,233320: Commercial and Institutional Building Construction,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,1443: National Park Service,50000200303BP5340030330,0,0,2003, ,,,,68613066ab3a540db3b1eeb7b9624e46,active,Not available for competition,B: Not Available for Competition,OTH: Authorized by Statute,0,D,N,Yes,No,,Invalid code: ,8AN: 8(a) Sole Source,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,100,$20894357.00,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,No,Yes,No,,,-2.3691902,2003,3,15,2003,3,15
795,0,0,4700,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,CR000,4700,General Services Administration,4730: Federal Supply Service,Federal Supply Service,,Not Applicable,,,,,,03/15/2003,03/15/2003,03/15/2003,03/15/2003,03/15/2003,03/15/2003,03/15/2003,03/15/2003,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,X,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,ADAMS MARKETING ASSOCIATES INC,ADAMS MARKETING ASSOCIATES INC,,,,Invalid code: ,,,,,,306 ASHCAKE RD STE A,,,ASHLAND,VA,VA: Virginia,VA,230052323,UNITED STATES,VA07,VA07,VA07,,,112970447,112970447,,,,,,,ADAMS MARKETING ASSOCIATES  INC.,ADAMS MARKETING ASSOCIATES  INC.,ADAMS MARKETING ASSOCIATES  INC.,112970447,112970447,112970447,4000,MD,MD: Maryland,MD: ,United States,,MD00,MD90,MD00,75: Office supplies and devices,7510: Office Supplies,,,339944: Carbon Paper and Inked Ribbon Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4730: Federal Supply Service,CR000200303CSWCB1534GS14F9734C,0,0,2003,4730: Federal Supply Service,GS14F9734C,0,,c725baa326aca85cfd653ff18c79451e,active,Full and open competition,CDO: Competitive Delivery Order, ,2,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.7675087,2003,3,15,2003,3,15
30867,0,0,9700,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",KF29,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",,Not Applicable,,,,,,09/26/2001,09/26/2001,09/26/2001,09/26/2001,11/24/2001,11/24/2001,,,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,Not Obtained - Waived,Not Applicable,X, ,No,1,NONE,,,,,,"ACOUSTICAL SPRAY INSULATORS, I","ACOUSTICAL SPRAY INSULATORS, I",,,,Invalid code: ,,,,,,1510 CORONADO ST,,,ALLENTOWN,PA,PA: Pennsylvania,PA,18105,UNITED STATES,PA15,PA15,PA15,,,47350848,47350848,,,,,,,ACOUSTICAL SPRAY INSULATORS  INC.,ACOUSTICAL SPRAY INSULATORS  INC.,ACOUSTICAL SPRAY INSULATORS  INC.,47350848,47350848,047350848,,NJ,NJ: New Jersey,NJ: ,United States,,NJ00,NJ90,NJ00,Y: Construction of structures and facilities,Y111: Construction of Structures and Facilities -- Office Buildings,1000,C2,233320: Commercial and Institutional Building Construction,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",DAKF2901P1114,0,0,2001, ,,0,,758464de457bb98d095446dd18c4385a,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,Yes,No,,,-1.9340144,2001,9,26,2001,9,26
8102,0,0,9700,Dept. of Defense,5700,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",RD04,9700,Dept. of Defense,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",,Not Applicable,,,,,,07/29/2003,07/29/2003,07/29/2003,07/29/2003,09/03/2003,09/03/2003,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,A&A ROOFING CO  INC,A&A ROOFING CO  INC,,,,Invalid code: ,,,,,,925 ASPEN ST,,,FAIRBANKS,AK,AK: Alaska,AK,99709,UNITED STATES,AK00,AK00,AK00,,,49988439,49988439,,,,,,,A & A ROOFING CO.  INC.,A & A ROOFING CO.  INC.,A & A ROOFING CO.  INC.,49988439,49988439,049988439,21370,AK,AK: Alaska,AK: ,United States,,AK00,AK00,AK00,"Z: Maintenance, repair, or alteration of real property","Z129: Maintenance, Repair or Alteration of Real Property -- Other Airfield Structures",3000,C2,238160: Roofing Contractors,,No,Not Required,Invalid code: ,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",5008,0,4,2003,"9700: DEFENSE, Department of",F6550301D0002,0,,8e3bac6a316c7ff157fac61545a78075,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,2,D,N,Yes,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,No Exception -- Fair Opportunity given,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$17000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,Yes,No,,,-2.4092329,2003,7,29,2003,7,29
173158,0,0,9700,Dept. of Defense,97F1,97F1: American Forces Information Service,American Forces Information Service,ZP12,9700,Dept. of Defense,97F1: American Forces Information Service,American Forces Information Service,ZP12,Not Applicable,,,,,,09/28/2002,09/28/2002,09/28/2002,09/28/2002,12/30/2002,12/30/2002,,,Delivery Order (DO),Invalid code: ,Invalid code: N,X,No,X,,None,Invalid code: ,Invalid code: ,X, ,No,1,NONE,,,,,,AVID TECHNOLOGY INC,AVID TECHNOLOGY INC,,,,Invalid code: ,,,,,,1101 PENN AVE NW STE 600,,,WASHINGTON,DC,DC: District of Columbia,DC,200042514,UNITED STATES,DC00,DC98,DC00,,,808182919,808182919,,,,,,,AVID TECHNOLOGY  INC.,AVID TECHNOLOGY  INC.,AVID TECHNOLOGY  INC.,199880659,199880659,199880659,50000,DC,DC: District of Columbia,DC: ,United States,,DC00,DC98,DC00,70: Automatic data processing equipment,7010: ADPE System Configuration,1000,A7,334111: Electronic Computer Manufacturing,COMMERCIALLY AVAILABLE,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",MDA11202F0744,0,0,2002,4730: Federal Supply Service,GS35F0638J,0,,98bcfd57170a22d2aead9dd3686f5982,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,D,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Required (Pre 2004),0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.6528285,2002,9,28,2002,9,28
15225,0,0,,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W911S1,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W15RA3,Not Applicable,,,,,,09/29/2004,09/29/2004,09/29/2004,09/29/2004,11/30/2004,11/30/2004,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,No,,None,Yes,Not Applicable,X, ,No,1,NONE,,,,,,AL TURNER ASSOCIATES,AL TURNER ASSOCIATES,,,,Invalid code: ,,,,,,1763 EAST ROUTE 70,,,CHERRY HILL,NJ,NJ: New Jersey,NJ,08003,UNITED STATES,NJ03,NJ03,NJ03,,,27067664,27067664,,,,,,,AL TURNER ASSOCIATES INC,AL TURNER ASSOCIATES INC,AL TURNER ASSOCIATES INC,27067664,27067664,027067664,,NJ,NJ: New Jersey,NJ: ,United States,,NJ00,NJ90,NJ00,"Z: Maintenance, repair, or alteration of real property","Z111: Maintenance, Repair or Alteration of Real Property -- Office Buildings",000,C2,236220: Commercial and Institutional Building Construction,,No,Not Required,Invalid code: ,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0079,0,0,2004,"9700: DEFENSE, Department of",W911S104D0013,0,,f4f73a384171bd4f98c71a8b66a969b7,active,Not available for competition,B: Not Available for Competition,OTH: Authorized by Statute,1,D,N,Yes,No,,Invalid code: ,8AN: 8(a) Sole Source,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$3500000.00,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,X,Yes,No,,,-1.7704538,2004,9,29,2004,9,29
729.5,729.5,729.5,9700,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W25G1V,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W25G1V,Not Applicable,,,,,,06/23/2011,06/23/2011,06/23/2011,06/23/2011,08/19/2011,08/19/2011,08/19/2011,08/19/2011,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,No,Not Applicable,Unknown,FSC: 7777   NAME: SERVICE PART NUMBER:,No,1,NONE,,,,,,360 TENTS LLC,360 TENTS LLC,,,,Invalid code: ,,,,,,616 E CENTRAL AVE,,,TEMPLE,TX,TX: Texas,TX,765014319,UNITED STATES,TX31,TX31,TX31,621823371,765014319,621823371,621823371,,,03/31/2006,03/31/2006,10/01/2009,10/01/2009,360 TENTS  L.L.C.,360 TENTS  L.L.C.,360 TENTS  L.L.C.,621823371,621823371,,,TX,TX: Texas,TX: TEXAS,United States,765014319,TX31,TX31,TX31,"83: Textiles, leather, apparel, shoe findings, tents, flags",8340: Tents and Tarpaulins,000,C9E,314912: Canvas and Related Product Mills,NOT IT PRODUCTS OR SERVICES,No,Meets Requirements,No Clauses Included,U,Not a bundled requirement,No, ,Mfg in U.S.,"9700: DEFENSE, Department of",0500,0,0,2011,"9700: DEFENSE, Department of",W25G1V09A0360,0,,6f6edd81c3747dc832162faf781ee079,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,1,D,N,No,No,,NP: Negotiated Proposal / Quote,SBA: Small Business Set-Aside -- Total,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,N,OTHER,4,$269957.00,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.0137427,2011,6,23,2011,6,23
